<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.GE,1,03/01/22,11:40,93.1100000,93.1300000,93.0900000,93.1300000,700
US1.GE,1,03/01/22,11:41,93.2000000,93.2100000,93.1800000,93.1900000,1000
US1.GE,1,03/01/22,11:42,93.1800000,93.2000000,93.1300000,93.1300000,500
US1.GE,1,03/01/22,11:43,93.0500000,93.0500000,93.0500000,93.0500000,150
US1.GE,1,03/01/22,11:44,93.0300000,93.0500000,92.9500000,92.9500000,1747
US1.GE,1,03/01/22,11:45,92.9700000,93.0500000,92.9700000,93.0500000,1300
US1.GE,1,03/01/22,11:46,93.0000000,93.0100000,92.8500000,92.8500000,1200
US1.GE,1,03/01/22,11:47,92.8200000,92.8200000,92.7500000,92.7600000,1300
US1.GE,1,03/01/22,11:48,92.7700000,92.7700000,92.6900000,92.7000000,800
US1.GE,1,03/01/22,11:49,92.7200000,92.7800000,92.7100000,92.7700000,671
US1.GE,1,03/01/22,11:50,92.7900000,92.8200000,92.7300000,92.8200000,1686
US1.GE,1,03/01/22,11:51,92.8200000,92.8200000,92.7400000,92.7400000,400
US1.GE,1,03/01/22,11:52,92.7700000,92.7700000,92.7600000,92.7600000,300
US1.GE,1,03/01/22,11:53,92.8100000,92.8100000,92.6600000,92.6600000,800
US1.GE,1,03/01/22,11:54,92.6800000,92.7700000,92.6800000,92.6800000,1100
US1.GE,1,03/01/22,11:55,92.6400000,92.6500000,92.6200000,92.6500000,400
US1.GE,1,03/01/22,11:56,92.6300000,92.6300000,92.5900000,92.5900000,400
US1.GE,1,03/01/22,11:57,92.4400000,92.4500000,92.4400000,92.4500000,300
US1.GE,1,03/01/22,11:58,92.6300000,92.7000000,92.6300000,92.6800000,2777
US1.GE,1,03/01/22,12:02,92.6300000,92.6300000,92.6200000,92.6200000,200
US1.GE,1,03/01/22,12:03,92.5400000,92.5500000,92.5400000,92.5400000,600
US1.GE,1,03/01/22,12:04,92.5300000,92.5400000,92.5300000,92.5400000,800
US1.GE,1,03/01/22,12:05,92.5100000,92.5100000,92.5000000,92.5100000,300
US1.GE,1,03/01/22,12:06,92.5900000,92.5900000,92.5900000,92.5900000,100
